MutualFundId,MutualFundName,MutualFundCode,DowbloadEnabled,AMCId,inDate
2350,Aditya Birla Sun Life Fixed Term Plan - Series PN (1135 days) - Direct Plan-Normal Dividend,142973,0,24,2020-07-14 00:00:00
2351,Aditya Birla Sun Life Fixed Term Plan - Series PN (1135 days) - Direct Plan-Quarterly Dividend,142970,0,24,2020-07-14 00:00:00
2352,Aditya Birla Sun Life Fixed Term Plan - Series PN (1135 days) - Regular Plan-Growth,142974,0,24,2020-07-14 00:00:00
2353,Aditya Birla Sun Life Fixed Term Plan - Series PN (1135 days) - Regular Plan-Normal Dividend,142971,0,24,2020-07-14 00:00:00
2354,Aditya Birla Sun Life Fixed Term Plan - Series PN (1135 days) - Regular Plan-Quarterly Dividend,142972,0,24,2020-07-14 00:00:00
2355,Aditya Birla Sun Life Fixed Term Plan - Series PO (1140 days) - Direct Plan-Growth,142983,0,24,2020-07-14 00:00:00
2356,Aditya Birla Sun Life Fixed Term Plan - Series PO (1140 days) - Regular Plan-Growth,142988,0,24,2020-07-14 00:00:00
2357,Aditya Birla Sun Life Fixed Term Plan - Series PO (1140 days) - Regular Plan-Normal Dividend,142987,0,24,2020-07-14 00:00:00
2358,Aditya Birla Sun Life Fixed Term Plan - Series PO (1140 days) - Regular Plan-Quarterly Dividend,142984,0,24,2020-07-14 00:00:00
2359,Aditya Birla Sun Life Fixed Term Plan - Series PR (1134 days) - Direct Plan-Growth,143075,0,24,2020-07-14 00:00:00
2360,Aditya Birla Sun Life Fixed Term Plan - Series PR (1134 days) - Direct Plan-Normal Dividend,143073,0,24,2020-07-14 00:00:00
2361,Aditya Birla Sun Life Fixed Term Plan - Series PR (1134 days) - Regular Plan-Growth,143067,0,24,2020-07-14 00:00:00
2362,Aditya Birla Sun Life Fixed Term Plan - Series PT (1100 days) - Direct Plan-Growth,143286,0,24,2020-07-14 00:00:00
2363,Aditya Birla Sun Life Fixed Term Plan - Series PT (1100 days) - Direct Plan-Normal Dividend,143288,0,24,2020-07-14 00:00:00
2364,Aditya Birla Sun Life Fixed Term Plan - Series PT (1100 days) - Direct Plan-Quarterly Dividend,143287,0,24,2020-07-14 00:00:00
2365,Aditya Birla Sun Life Fixed Term Plan - Series PN (1135 days) - Direct Plan-Growth,142969,0,24,2020-07-14 00:00:00
2366,Aditya Birla Sun Life Fixed Term Plan - Series PM (1141 days) - Regular Plan-Quarterly Dividend,142927,0,24,2020-07-14 00:00:00
2367,Aditya Birla Sun Life Fixed Term Plan - Series PM (1141 days) - Regular Plan-Normal Dividend,142926,0,24,2020-07-14 00:00:00
2368,Aditya Birla Sun Life Fixed Term Plan - Series PM (1141 days) - Regular Plan-Growth,142928,0,24,2020-07-14 00:00:00
2369,Aditya Birla Sun Life Fixed Term Plan - Series PI (1140 days) - Regular Plan-Normal Dividend,142720,0,24,2020-07-14 00:00:00
2370,Aditya Birla Sun Life Fixed Term Plan - Series PI (1140 days) - Regular Plan-Quarterly Dividend,142717,0,24,2020-07-14 00:00:00
2371,Aditya Birla Sun Life Fixed Term Plan - Series PJ (1135 days) - Direct Plan-Growth,142743,0,24,2020-07-14 00:00:00
2372,Aditya Birla Sun Life Fixed Term Plan - Series PJ (1135 days) - Direct Plan-Quarterly Dividend,142748,0,24,2020-07-14 00:00:00
2373,Aditya Birla Sun Life Fixed Term Plan - Series PJ (1135 days) - Regular Plan-Growth,142744,0,24,2020-07-14 00:00:00
2374,Aditya Birla Sun Life Fixed Term Plan - Series PJ (1135 days) - Regular Plan-Normal Dividend,142745,0,24,2020-07-14 00:00:00
2375,Aditya Birla Sun Life Fixed Term Plan - Series PJ (1135 days) - Regular Plan-Quarterly Dividend,142746,0,24,2020-07-14 00:00:00
2376,Aditya Birla Sun Life Fixed Term Plan - Series PT (1100 days) - Regular Plan-Growth,143284,0,24,2020-07-14 00:00:00
2377,Aditya Birla Sun Life Fixed Term Plan - Series PK (1132 days) - Direct Plan-Normal Dividend,142820,0,24,2020-07-14 00:00:00
2378,Aditya Birla Sun Life Fixed Term Plan - Series PK (1132 days) - Regular Plan-Growth,142823,0,24,2020-07-14 00:00:00
2379,Aditya Birla Sun Life Fixed Term Plan - Series PK (1132 days) - Regular Plan-Normal Dividend,142825,0,24,2020-07-14 00:00:00
2380,Aditya Birla Sun Life Fixed Term Plan - Series PK (1132 days) - Regular Plan-Quarterly Dividend,142822,0,24,2020-07-14 00:00:00
2381,Aditya Birla Sun Life Fixed Term Plan - Series PK (1132 days) -Direct Plan-Growth,142821,0,24,2020-07-14 00:00:00
2382,Aditya Birla Sun Life Fixed Term Plan - Series PM (1141 days) - Direct Plan-Growth,142923,0,24,2020-07-14 00:00:00
2383,Aditya Birla Sun Life Fixed Term Plan - Series PM (1141 days) - Direct Plan-Normal Dividend,142924,0,24,2020-07-14 00:00:00
2384,Aditya Birla Sun Life Fixed Term Plan - Series PM (1141 days) - Direct Plan-Quarterly Dividend,142925,0,24,2020-07-14 00:00:00
2385,Aditya Birla Sun Life Fixed Term Plan - Series PK (1132 days) - Direct Plan-Quarterly Dividend,142824,0,24,2020-07-14 00:00:00
2386,Aditya Birla Sun Life Fixed Term Plan - Series PI (1140 days) - Regular Plan-Growth,142709,0,24,2020-07-14 00:00:00
2387,Aditya Birla Sun Life Fixed Term Plan - Series PT (1100 days) - Regular Plan-Normal Dividend,143289,0,24,2020-07-14 00:00:00
2388,Aditya Birla Sun Life Fixed Term Plan - Series PU (1463 days) - Direct Plan-Growth,143304,0,24,2020-07-14 00:00:00
2389,Aditya Birla Sun Life Fixed Term Plan - Series PY (1409 days) - Regular Plan-Growth,143542,0,24,2020-07-14 00:00:00
2390,Aditya Birla Sun Life Fixed Term Plan - Series PZ (1120 days) - Direct Plan-Growth,143557,0,24,2020-07-14 00:00:00
2391,Aditya Birla Sun Life Fixed Term Plan - Series PZ (1120 days) - Direct Plan-Normal Dividend,143556,0,24,2020-07-14 00:00:00
2392,Aditya Birla Sun Life Fixed Term Plan - Series PZ (1120 days) - Direct Plan-Quarterly Dividend,143554,0,24,2020-07-14 00:00:00
2393,Aditya Birla Sun Life Fixed Term Plan - Series PZ (1120 days) - Regular Plan-Growth,143552,0,24,2020-07-14 00:00:00
2394,Aditya Birla Sun Life Fixed Term Plan - Series PZ (1120 days) - Regular Plan-Normal Dividend,143553,0,24,2020-07-14 00:00:00
2395,Aditya Birla Sun Life Fixed Term Plan - Series PZ (1120 days) - Regular Plan-Quarterly Dividend,143555,0,24,2020-07-14 00:00:00
2396,Aditya Birla Sun Life Fixed Term Plan - Series QB (1113 days) - Direct Plan-Growth,143638,0,24,2020-07-14 00:00:00
2397,Aditya Birla Sun Life Fixed Term Plan - Series QB (1113 days) - Direct Plan-Normal Dividend,143640,0,24,2020-07-14 00:00:00
2398,Aditya Birla Sun Life Fixed Term Plan - Series QB (1113 days) - Direct Plan-Quarterly Dividend,143637,0,24,2020-07-14 00:00:00
2399,Aditya Birla Sun Life Fixed Term Plan - Series QB (1113 days) - Regular Plan-Growth,143635,0,24,2020-07-14 00:00:00
2400,Aditya Birla Sun Life Fixed Term Plan - Series QB (1113 days) - Regular Plan-Normal Dividend,143639,0,24,2020-07-14 00:00:00
2401,Aditya Birla Sun Life Fixed Term Plan - Series QB (1113 days) - Regular Plan-Quarterly Dividend,143636,0,24,2020-07-14 00:00:00
2402,Aditya Birla Sun Life Fixed Term Plan - Series QC (1116 days) - Direct Plan-Growth,143692,0,24,2020-07-14 00:00:00
2403,Aditya Birla Sun Life Fixed Term Plan - Series QC (1116 days) - Direct Plan-Normal Dividend,143693,0,24,2020-07-14 00:00:00
2404,Aditya Birla Sun Life Fixed Term Plan - Series PY (1409 days) - Direct Plan-Quarterly Dividend,143546,0,24,2020-07-14 00:00:00
2405,Aditya Birla Sun Life Fixed Term Plan - Series PY (1409 days) - Direct Plan-Normal Dividend,143545,0,24,2020-07-14 00:00:00
2406,Aditya Birla Sun Life Fixed Term Plan - Series PY (1409 days) - Direct Plan-Growth,143547,0,24,2020-07-14 00:00:00
2407,Aditya Birla Sun Life Fixed Term Plan - Series PW (1100 days) - Regular Plan-Quarterly Dividend,143419,0,24,2020-07-14 00:00:00
2408,Aditya Birla Sun Life Fixed Term Plan - Series PU (1463 days) - Direct Plan-Normal Dividend,143305,0,24,2020-07-14 00:00:00
2409,Aditya Birla Sun Life Fixed Term Plan - Series PU (1463 days) - Direct Plan-Quarterly Dividend,143301,0,24,2020-07-14 00:00:00
2410,Aditya Birla Sun Life Fixed Term Plan - Series PU (1463 days) - Regular Plan-Growth,143300,0,24,2020-07-14 00:00:00
2411,Aditya Birla Sun Life Fixed Term Plan - Series PU (1463 days) - Regular Plan-Normal Dividend,143302,0,24,2020-07-14 00:00:00
2412,Aditya Birla Sun Life Fixed Term Plan - Series PU (1463 days) - Regular Plan-Quarterly Dividend,143303,0,24,2020-07-14 00:00:00
2413,Aditya Birla Sun Life Fixed Term Plan - Series PV (1462 days) - Direct Plan-Growth,143318,0,24,2020-07-14 00:00:00
2414,Aditya Birla Sun Life Fixed Term Plan - Series PV (1462 days) - Direct Plan-Normal Dividend,143319,0,24,2020-07-14 00:00:00
2415,Aditya Birla Sun Life Fixed Term Plan - Series PT (1100 days) - Regular Plan-Quarterly Dividend,143285,0,24,2020-07-14 00:00:00
2416,Aditya Birla Sun Life Fixed Term Plan - Series PV (1462 days) - Direct Plan-Quarterly Dividend,143321,0,24,2020-07-14 00:00:00
2417,Aditya Birla Sun Life Fixed Term Plan - Series PV (1462 days) - Regular Plan-Normal Dividend,143320,0,24,2020-07-14 00:00:00
2418,Aditya Birla Sun Life Fixed Term Plan - Series PV (1462 days) - Regular Plan-Quarterly Dividend,143317,0,24,2020-07-14 00:00:00
2419,Aditya Birla Sun Life Fixed Term Plan - Series PW (1100 days) - Direct Plan-Growth,143414,0,24,2020-07-14 00:00:00
2420,Aditya Birla Sun Life Fixed Term Plan - Series PW (1100 days) - Direct Plan-Normal Dividend,143415,0,24,2020-07-14 00:00:00
2421,Aditya Birla Sun Life Fixed Term Plan - Series PW (1100 days) - Direct Plan-Quarterly Dividend,143416,0,24,2020-07-14 00:00:00
2422,Aditya Birla Sun Life Fixed Term Plan - Series PW (1100 days) - Regular Plan-Growth,143418,0,24,2020-07-14 00:00:00
2423,Aditya Birla Sun Life Fixed Term Plan - Series PW (1100 days) - Regular Plan-Normal Dividend,143417,0,24,2020-07-14 00:00:00
2424,Aditya Birla Sun Life Fixed Term Plan - Series PV (1462 days) - Regular Plan-Growth,143316,0,24,2020-07-14 00:00:00
2425,Aditya Birla Sun Life Fixed Term Plan - Series PI (1140 days) - Direct Plan-Quarterly Dividend,142718,0,24,2020-07-14 00:00:00
2426,Aditya Birla Sun Life Fixed Term Plan - Series PI (1140 days) - Direct Plan-Normal Dividend,142719,0,24,2020-07-14 00:00:00
2427,Aditya Birla Sun Life Fixed Term Plan - Series PI (1140 days) - Direct Plan-Growth,142716,0,24,2020-07-14 00:00:00
2428,Aditya Birla Sun Life Fixed Term Plan - Series OY (1218 days) - Direct Plan-Normal Dividend,142186,0,24,2020-07-14 00:00:00
2429,Aditya Birla Sun Life Fixed Term Plan - Series OY (1218 days) - Direct Plan-Quarterly Dividend,142189,0,24,2020-07-14 00:00:00
2430,Aditya Birla Sun Life Fixed Term Plan - Series OY (1218 days) - Regular Plan-Normal Dividend,142187,0,24,2020-07-14 00:00:00
2431,Aditya Birla Sun Life Fixed Term Plan - Series OY (1218 days) - Regular Plan-Quarterly Dividend,142185,0,24,2020-07-14 00:00:00
2432,Aditya Birla Sun Life Fixed Term Plan Series OY (1218 days) - Regular Plan-Growth,142190,0,24,2020-07-14 00:00:00
2433,Aditya Birla Sun Life Fixed Term Plan - Series OZ (1187 days) - Direct Plan-Growth,142218,0,24,2020-07-14 00:00:00
2434,Aditya Birla Sun Life Fixed Term Plan - Series OZ (1187 days) - Direct Plan-Normal Dividend,142216,0,24,2020-07-14 00:00:00
2435,Aditya Birla Sun Life Fixed Term Plan - Series OZ (1187 days) - Direct Plan-Quarterly Dividend,142217,0,24,2020-07-14 00:00:00
2436,Aditya Birla Sun Life Fixed Term Plan - Series OZ (1187 days) - Regular Plan-Growth,142215,0,24,2020-07-14 00:00:00
2437,Aditya Birla Sun Life Fixed Term Plan - Series OZ (1187 days) - Regular Plan-Normal Dividend,142213,0,24,2020-07-14 00:00:00
2438,Aditya Birla Sun Life Fixed Term Plan - Series OZ (1187 days) - Regular Plan-Quarterly Dividend,142214,0,24,2020-07-14 00:00:00
2439,Aditya Birla Sun Life Fixed Term Plan - Series PA (1177 days) - Direct Plan - Normal Dividend,142303,0,24,2020-07-14 00:00:00
2440,Aditya Birla Sun Life Fixed Term Plan - Series PA (1177 days) - Direct Plan - Quarterly Dividend,142304,0,24,2020-07-14 00:00:00
2441,Aditya Birla Sun Life Fixed Term Plan - Series PA (1177 days) - Direct Plan-Growth,142305,0,24,2020-07-14 00:00:00
2442,Aditya Birla Sun Life Fixed Term Plan - Series PA (1177 days) - Regular Plan-Growth,142300,0,24,2020-07-14 00:00:00
2443,Aditya Birla Sun Life Fixed Term Plan - Series OY (1218 days) - Direct Plan-Growth,142188,0,24,2020-07-14 00:00:00
2444,Aditya Birla Sun Life Fixed Term Plan - Series OX (1234 days) - Regular Plan-Quarterly Dividend,142084,0,24,2020-07-14 00:00:00
2445,Aditya Birla Sun Life Fixed Term Plan - Series OX (1234 days) - Regular Plan-Normal Dividend,142083,0,24,2020-07-14 00:00:00
2446,Aditya Birla Sun Life Fixed Term Plan - Series OX (1234 days) - Regular Plan-Growth,142082,0,24,2020-07-14 00:00:00
2447,Aditya Birla Sun Life Fixed Term Plan - Series OM (1146 days) - Regular Plan-Normal Dividend,141134,0,24,2020-07-14 00:00:00
2448,Aditya Birla Sun Life Fixed Term Plan - Series OT (1117 days)  - Direct Plan-Quarterly Dividend,141725,0,24,2020-07-14 00:00:00
2449,Aditya Birla Sun Life Fixed Term Plan - Series OT (1117 days) - Direct Plan-Growth,141724,0,24,2020-07-14 00:00:00
2450,Aditya Birla Sun Life Fixed Term Plan - Series OT (1117 days) - Direct Plan-Normal Dividend,141722,0,24,2020-07-14 00:00:00
2451,Aditya Birla Sun Life Fixed Term Plan - Series OT (1117 days) - Regular Plan-Growth,141720,0,24,2020-07-14 00:00:00
2452,Aditya Birla Sun Life Fixed Term Plan - Series OT (1117 days) - Regular Plan-Normal Dividend,141721,0,24,2020-07-14 00:00:00
2453,Aditya Birla Sun Life Fixed Term Plan - Series OT (1117 days) - Regular Plan-Quarterly Dividend,141723,0,24,2020-07-14 00:00:00
2454,Aditya Birla Sun Life Fixed Term Plan - Series PA (1177 days) - Regular Plan-Normal Dividend,142301,0,24,2020-07-14 00:00:00
2455,Aditya Birla Sun Life Fixed Term Plan - Series OW (1245 days) - Direct Plan-Growth,142010,0,24,2020-07-14 00:00:00
2456,Aditya Birla Sun Life Fixed Term Plan - Series OW (1245 days) - Direct Plan-Quarterly Dividend,142011,0,24,2020-07-14 00:00:00
2457,Aditya Birla Sun Life Fixed Term Plan - Series OW (1245 days) - Regular Plan-Growth,142009,0,24,2020-07-14 00:00:00
2458,Aditya Birla Sun Life Fixed Term Plan - Series OW (1245 days) - Regular Plan-Normal Dividend,142012,0,24,2020-07-14 00:00:00
2459,Aditya Birla Sun Life Fixed Term Plan - Series OW (1245 days) - Regular Plan-Quarterly Dividend,142013,0,24,2020-07-14 00:00:00
2460,Aditya Birla Sun Life Fixed Term Plan - Series OX (1234 days) - Direct Plan-Growth,142079,0,24,2020-07-14 00:00:00
2461,Aditya Birla Sun Life Fixed Term Plan - Series OX (1234 days) - Direct Plan-Normal Dividend,142080,0,24,2020-07-14 00:00:00
2462,Aditya Birla Sun Life Fixed Term Plan - Series OX (1234 days) - Direct Plan-Quarterly Dividend,142081,0,24,2020-07-14 00:00:00
2463,Aditya Birla Sun Life Fixed Term Plan - Series OW (1245 days) - Direct Plan-Normal Dividend,142014,0,24,2020-07-14 00:00:00
2464,Aditya Birla Sun Life Fixed Term Plan - Series PA (1177 days) - Regular Plan-Quarterly Dividend,142302,0,24,2020-07-14 00:00:00
2465,Aditya Birla Sun Life Fixed Term Plan - Series PB (1190 days) - Direct Plan-Growth,142349,0,24,2020-07-14 00:00:00
2466,Aditya Birla Sun Life Fixed Term Plan - Series PB (1190 days) - Direct Plan-Normal Dividend,142350,0,24,2020-07-14 00:00:00
2467,Aditya Birla Sun Life Fixed Term Plan - Series PE (1159 days) - Regular Plan-Quarterly Dividend,142512,0,24,2020-07-14 00:00:00
2468,Aditya Birla Sun Life Fixed Term Plan - Series PF (1148 days) - Direct Plan - Quarterly Dividend,142605,0,24,2020-07-14 00:00:00
2469,Aditya Birla Sun Life Fixed Term Plan - Series PF (1148 days) - Regular Plan - Growth,142601,0,24,2020-07-14 00:00:00
2470,Aditya Birla Sun Life Fixed Term Plan - Series PF (1148 days) - Regular Plan - Normal Dividend,142602,0,24,2020-07-14 00:00:00
2471,Aditya Birla Sun Life Fixed Term Plan - Series PF (1148 days) - Regular Plan - Quarterly Dividend,142604,0,24,2020-07-14 00:00:00
2472,Aditya Birla Sun Life Fixed Term Plan Series PF (1148 days) - Direct Plan - Growth,142600,0,24,2020-07-14 00:00:00
2473,Aditya Birla Sun Life Fixed Term Plan - Series PG (1148 days) - Direct Plan-Growth,142652,0,24,2020-07-14 00:00:00
2474,Aditya Birla Sun Life Fixed Term Plan - Series PE (1159 days) - Regular Plan-Normal Dividend,142510,0,24,2020-07-14 00:00:00
2475,Aditya Birla Sun Life Fixed Term Plan - Series PG (1148 days) - Direct Plan-Normal Dividend,142653,0,24,2020-07-14 00:00:00
2476,Aditya Birla Sun Life Fixed Term Plan - Series PG (1148 days) - Regular Plan-Growth,142657,0,24,2020-07-14 00:00:00
2477,Aditya Birla Sun Life Fixed Term Plan - Series PG (1148 days) - Regular Plan-Normal Dividend,142655,0,24,2020-07-14 00:00:00
2478,Aditya Birla Sun Life Fixed Term Plan - Series PG (1148 days) - Regular Plan-Quarterly Dividend,142656,0,24,2020-07-14 00:00:00
2479,Aditya Birla Sun Life Fixed Term Plan - Series PH (1143 days) - Direct Plan - Growth,142683,0,24,2020-07-14 00:00:00
2480,Aditya Birla Sun Life Fixed Term Plan - Series PH (1143 days) - Direct Plan - Quarterly Dividend,142685,0,24,2020-07-14 00:00:00
2481,Aditya Birla Sun Life Fixed Term Plan - Series PH (1143 days) - Regular Plan - Growth,142681,0,24,2020-07-14 00:00:00
2482,Aditya Birla Sun Life Fixed Term Plan - Series PH (1143 days) - Regular Plan - Quarterly Dividend,142680,0,24,2020-07-14 00:00:00
2483,Aditya Birla Sun Life Fixed Term Plan - Series PG (1148 days) - Direct Plan-Quarterly Dividend,142654,0,24,2020-07-14 00:00:00
2484,Aditya Birla Sun Life Fixed Term Plan - Series OM (1146 days) - Regular Plan - Quarterly Dividend,141137,0,24,2020-07-14 00:00:00
2485,Aditya Birla Sun Life Fixed Term Plan - Series PE (1159 days) - Regular Plan-Growth,142508,0,24,2020-07-14 00:00:00
2486,Aditya Birla Sun Life Fixed Term Plan - Series PE (1159 days) - Direct Plan-Growth,142511,0,24,2020-07-14 00:00:00
2487,Aditya Birla Sun Life Fixed Term Plan - Series PB (1190 days) - Direct Plan-Quarterly Dividend,142351,0,24,2020-07-14 00:00:00
2488,Aditya Birla Sun Life Fixed Term Plan - Series PB (1190 days) - Regular Plan-Growth,142347,0,24,2020-07-14 00:00:00
2489,Aditya Birla Sun Life Fixed Term Plan - Series PB (1190 days) - Regular Plan-Normal Dividend,142346,0,24,2020-07-14 00:00:00
2490,Aditya Birla Sun Life Fixed Term Plan - Series PB (1190 days) - Regular Plan-Quarterly Dividend,142348,0,24,2020-07-14 00:00:00
2491,Aditya Birla Sun Life Fixed Term Plan - Series PC (1169 days) - Direct Plan-Growth,142391,0,24,2020-07-14 00:00:00
2492,Aditya Birla Sun Life Fixed Term Plan - Series PC (1169 days) - Direct Plan-Normal Dividend,142392,0,24,2020-07-14 00:00:00
2493,Aditya Birla Sun Life Fixed Term Plan - Series PC (1169 days) - Direct Plan-Quarterly Dividend,142390,0,24,2020-07-14 00:00:00
2494,Aditya Birla Sun Life Fixed Term Plan - Series PE (1159 days) - Direct Plan-Quarterly Dividend,142509,0,24,2020-07-14 00:00:00
2495,Aditya Birla Sun Life Fixed Term Plan - Series PC (1169 days) - Regular Plan-Growth,142394,0,24,2020-07-14 00:00:00
2496,Aditya Birla Sun Life Fixed Term Plan - Series PC (1169 days) - Regular Plan-Quarterly Dividend,142389,0,24,2020-07-14 00:00:00
2497,Aditya Birla Sun Life Fixed Term Plan - Series PD (1177 days) - Direct Plan-Growth,142433,0,24,2020-07-14 00:00:00
2498,Aditya Birla Sun Life Fixed Term Plan - Series PD (1177 days) - Direct Plan-Normal Dividend,142434,0,24,2020-07-14 00:00:00
2499,Aditya Birla Sun Life Fixed Term Plan - Series PD (1177 days) - Direct Plan-Quarterly Dividend,142432,0,24,2020-07-14 00:00:00
2500,Aditya Birla Sun Life Fixed Term Plan - Series PD (1177 days) - Regular Plan-Growth,142429,0,24,2020-07-14 00:00:00
2501,Aditya Birla Sun Life Fixed Term Plan - Series PD (1177 days) - Regular Plan-Normal Dividend,142430,0,24,2020-07-14 00:00:00
2502,Aditya Birla Sun Life Fixed Term Plan - Series PD (1177 days) - Regular Plan-Quarterly Dividend,142431,0,24,2020-07-14 00:00:00
2503,Aditya Birla Sun Life Fixed Term Plan - Series PC (1169 days) - Regular Plan-Normal Dividend,142393,0,24,2020-07-14 00:00:00
2504,Baroda Equity Savings Fund - Direct Plan - Dividend,147498,0,26,2020-07-14 00:00:00
2505,ICICI Prudential Multiple Yield Fund - Series 11 - Plan C 1387 Days Dividend Option,139994,0,35,2020-07-14 00:00:00
2506,ICICI Prudential Multiple Yield Fund - Series 11 - Plan D 1361 Days - Direct Plan - Cumulative Option,140058,0,35,2020-07-14 00:00:00
2507,UTI - Fixed Term Income Fund Series XXXI-XV (1099 Days) - Regular Plan - Flexi Dividend Option,147327,0,15,2020-07-14 00:00:00
2508,UTI - Fixed Term Income Fund Series XXXI-XV (1099 Days) - Regular Plan - Growth Option,147328,0,15,2020-07-14 00:00:00
2509,UTI - Fixed Term Income Fund Series XXXI-XV (1099 Days) - Regular Plan - Maturity Dividend Option,147326,0,15,2020-07-14 00:00:00
2510,UTI - Fixed Term Income Fund Series XXXI-XV (1099 Days) - Regular Plan - Quarterly Dividend Option,147330,0,15,2020-07-14 00:00:00
2511,UTI - Fixed Term Income Fund Series XXXII-1 (1126 days) Regular Plan Quarterly Dividend Option,147368,0,15,2020-07-14 00:00:00
2512,UTI - Fixed Term Income Fund Series XXXII-I (1126 days) Direct Plan Annual Dividend Option,147362,0,15,2020-07-14 00:00:00
2513,UTI - Fixed Term Income Fund Series XXXII-I (1126 days) Direct Plan Flexi Dividend Option,147369,0,15,2020-07-14 00:00:00
2514,UTI - Fixed Term Income Fund Series XXXII-I (1126 days) Direct Plan Growth Option,147363,0,15,2020-07-14 00:00:00
2515,UTI - Fixed Term Income Fund Series XXXII-I (1126 days) Direct Plan Maturity Dividend Option,147365,0,15,2020-07-14 00:00:00
2516,UTI - Fixed Term Income Fund Series XXXII-I (1126 days) Direct Plan Quarterly Dividend Option,147367,0,15,2020-07-14 00:00:00
2517,UTI - Fixed Term Income Fund Series XXXII-I (1126 days) Regular Plan Annual Dividend Option,147361,0,15,2020-07-14 00:00:00
2518,UTI - Fixed Term Income Fund Series XXXII-I (1126 days) Regular Plan Growth Option,147364,0,15,2020-07-14 00:00:00
2519,UTI - Fixed Term Income Fund Series XXXII-I (1126 days) Regular Plan Maturity Dividend Option,147366,0,15,2020-07-14 00:00:00
2520,UTI - Fixed Term Income Fund Series XXXII-II (1111 Days) - Direct Plan - Annual Dividend Option,147414,0,15,2020-07-14 00:00:00
2521,UTI - Fixed Term Income Fund Series XXXII-II (1111 Days) - Direct Plan - Flexi Dividend Option,147415,0,15,2020-07-14 00:00:00
2522,UTI - Fixed Term Income Fund Series XXXI-XV (1099 Days) - Regular Plan - Annual Dividend Option,147329,0,15,2020-07-14 00:00:00
2523,UTI - Fixed Term Income Fund Series XXXI-XV (1099 Days) - Direct Plan - Quarterly Dividend Option,147323,0,15,2020-07-14 00:00:00
2524,UTI - Fixed Term Income Fund Series XXXI-XV (1099 Days) - Direct Plan - Maturity Dividend Option,147324,0,15,2020-07-14 00:00:00
2525,UTI - Fixed Term Income Fund Series XXXI-XV (1099 Days) - Direct Plan - Growth Option,147322,0,15,2020-07-14 00:00:00
2526,UTI - Fixed Term Income Fund Series XXXI-XII (1148 Days) - Regular Plan - Quarterly Dividend Option,147078,0,15,2020-07-14 00:00:00
2527,UTI - Fixed Term Income Fund Series XXXI-XIII (1127 Days) - Direct Plan - Annual Dividend Option,147166,0,15,2020-07-14 00:00:00
2528,UTI - Fixed Term Income Fund Series XXXI-XIII (1127 Days) - Direct Plan - Growth Option,147165,0,15,2020-07-14 00:00:00
2529,UTI - Fixed Term Income Fund Series XXXI-XIII (1127 Days) - Direct Plan - Quarterly Dividend Option,147172,0,15,2020-07-14 00:00:00
2530,UTI - Fixed Term Income Fund Series XXXI-XIII (1127 Days) - Regular Plan - Growth Option,147168,0,15,2020-07-14 00:00:00
2531,UTI - Fixed Term Income Fund Series XXXI-XIII (1127 Days) - Regular Plan - Maturity Dividend Option,147174,0,15,2020-07-14 00:00:00
2532,UTI - Fixed Term Income Fund Series XXXI-XIII (1127 Days) - Regular Plan - Quarterly Dividend Option,147169,0,15,2020-07-14 00:00:00
2533,UTI - Fixed Term Income Fund Series XXXII-II (1111 Days) - Direct Plan - Growth Option,147411,0,15,2020-07-14 00:00:00
2534,UTI - Fixed Term Income Fund Series XXXI-XIV (1111 Days) - Direct Plan - Growth Option,147255,0,15,2020-07-14 00:00:00
2535,UTI - Fixed Term Income Fund Series XXXI-XIV (1111 Days) - Direct Plan - Quarterly Dividend Option,147256,0,15,2020-07-14 00:00:00
2536,UTI - Fixed Term Income Fund Series XXXI-XIV (1111 Days) - Regular Plan - Annual Dividend Option,147261,0,15,2020-07-14 00:00:00
2537,UTI - Fixed Term Income Fund Series XXXI-XIV (1111 Days) - Regular Plan - Flexi Dividend Option,147263,0,15,2020-07-14 00:00:00
2538,UTI - Fixed Term Income Fund Series XXXI-XIV (1111 Days) - Regular Plan - Growth Option,147257,0,15,2020-07-14 00:00:00
2539,UTI - Fixed Term Income Fund Series XXXI-XIV (1111 Days) - Regular Plan - Maturity Dividend Option,147264,0,15,2020-07-14 00:00:00
2540,UTI - Fixed Term Income Fund Series XXXI-XIV (1111 Days) - Regular Plan - Quarterly Dividend Option,147262,0,15,2020-07-14 00:00:00
2541,UTI - Fixed Term Income Fund Series XXXI-XV (1099 Days) - Direct Plan - Annual Dividend Option,147321,0,15,2020-07-14 00:00:00
2542,UTI - Fixed Term Income Fund Series XXXI-XIV (1111 Days) - Direct Plan - Maturity Dividend Option,147259,0,15,2020-07-14 00:00:00
2543,UTI - Fixed Term Income Fund Series XXXI-XII (1148 Days) - Regular Plan - Maturity Dividend Option,147079,0,15,2020-07-14 00:00:00
2544,UTI - Fixed Term Income Fund Series XXXII-II (1111 Days) - Direct Plan - Quarterly Dividend Option,147412,0,15,2020-07-14 00:00:00
2545,UTI - Fixed Term Income Fund Series XXXII-II (1111 Days) - Regular Plan - Flexi Dividend Option,147419,0,15,2020-07-14 00:00:00
2546,UTI FTIF Series XXVI-X (1107 Days)- Regular Plan - Quarterly Div Option,141198,0,15,2020-07-14 00:00:00
2547,UTI FTIF Series XXVI-XI (1105 Days)- Direct Plan - Annual Div Option,141242,0,15,2020-07-14 00:00:00
